"original_feature","seurat_feature","changed"
"HSD17B8","HSD17B8",FALSE
"RING1","RING1",FALSE
"HCG25","HCG25",FALSE
"VPS52","VPS52",FALSE
"RPS18","RPS18",FALSE
"B3GALT4","B3GALT4",FALSE
"WDR46","WDR46",FALSE
"PFDN6","PFDN6",FALSE
"RGL2","RGL2",FALSE
"TAPBP","TAPBP",FALSE
"ZBTB22","ZBTB22",FALSE
"DAXX","DAXX",FALSE
"KIFC1","KIFC1",FALSE
"PHF1","PHF1",FALSE
"CUTA","CUTA",FALSE
"SYNGAP1","SYNGAP1",FALSE
"ZBTB9","ZBTB9",FALSE
"BAK1","BAK1",FALSE
"GGNBP1","GGNBP1",FALSE
"LINC00336","LINC00336",FALSE
"ITPR3","ITPR3",FALSE
"UQCC2","UQCC2",FALSE
"SBP1","SBP1",FALSE
"IP6K3","IP6K3",FALSE
"LEMD2","LEMD2",FALSE
"MLN","MLN",FALSE
"LINC01016","LINC01016",FALSE
"RP3-468B3.2","RP3-468B3.2",FALSE
"GRM4","GRM4",FALSE
"HMGA1","HMGA1",FALSE
"C6orf1","C6orf1",FALSE
"RP11-513I15.6","RP11-513I15.6",FALSE
"NUDT3","NUDT3",FALSE
"RPS10-NUDT3","RPS10-NUDT3",FALSE
"RPS10","RPS10",FALSE
"PACSIN1","PACSIN1",FALSE
"SPDEF","SPDEF",FALSE
"C6orf106","C6orf106",FALSE
"RP11-140K17.3","RP11-140K17.3",FALSE
"SNRPC","SNRPC",FALSE
"UHRF1BP1","UHRF1BP1",FALSE
"TAF11","TAF11",FALSE
"ANKS1A","ANKS1A",FALSE
"TCP11","TCP11",FALSE
"SCUBE3","SCUBE3",FALSE
"RP3-329A5.8","RP3-329A5.8",FALSE
"ZNF76","ZNF76",FALSE
"DEF6","DEF6",FALSE
"PPARD","PPARD",FALSE
"FANCE","FANCE",FALSE
"RPL10A","RPL10A",FALSE
"TEAD3","TEAD3",FALSE
"TULP1","TULP1",FALSE
"RP3-340B19.3","RP3-340B19.3",FALSE
"FKBP5","FKBP5",FALSE
"RP3-510O8.4","RP3-510O8.4",FALSE
"ARMC12","ARMC12",FALSE
"CLPSL2","CLPSL2",FALSE
"CLPSL1","CLPSL1",FALSE
"CLPS","CLPS",FALSE
"LHFPL5","LHFPL5",FALSE
"SRPK1","SRPK1",FALSE
"SLC26A8","SLC26A8",FALSE
"MAPK14","MAPK14",FALSE
"MAPK13","MAPK13",FALSE
"RP1-179N16.6","RP1-179N16.6",FALSE
"BRPF3","BRPF3",FALSE
"PNPLA1","PNPLA1",FALSE
"C6orf222","C6orf222",FALSE
"ETV7","ETV7",FALSE
"RP1-50J22.4","RP1-50J22.4",FALSE
"PXT1","PXT1",FALSE
"KCTD20","KCTD20",FALSE
"STK38","STK38",FALSE
"SRSF3","SRSF3",FALSE
"CDKN1A","CDKN1A",FALSE
"RAB44","RAB44",FALSE
"CPNE5","CPNE5",FALSE
"PPIL1","PPIL1",FALSE
"C6orf89","C6orf89",FALSE
"RP1-90K10.4","RP1-90K10.4",FALSE
"PI16","PI16",FALSE
"MTCH1","MTCH1",FALSE
"FGD2","FGD2",FALSE
"COX6A1P2","COX6A1P2",FALSE
"PIM1","PIM1",FALSE
"TMEM217","TMEM217",FALSE
"TBC1D22B","TBC1D22B",FALSE
"RNF8","RNF8",FALSE
"CMTR1","CMTR1",FALSE
"CCDC167","CCDC167",FALSE
"RP1-153P14.8","RP1-153P14.8",FALSE
"RP1-153P14.5","RP1-153P14.5",FALSE
"MDGA1","MDGA1",FALSE
"RP3-441A12.1","RP3-441A12.1",FALSE
"ZFAND3","ZFAND3",FALSE
"BTBD9","BTBD9",FALSE
"BTBD9-AS1","BTBD9-AS1",FALSE
"GLO1","GLO1",FALSE
"RP3-503A6.2","RP3-503A6.2",FALSE
"DNAH8","DNAH8",FALSE
"RP1-207H1.3","RP1-207H1.3",FALSE
"GLP1R","GLP1R",FALSE
"SAYSD1","SAYSD1",FALSE
"KCNK5","KCNK5",FALSE
"KCNK17","KCNK17",FALSE
"KCNK16","KCNK16",FALSE
"KIF6","KIF6",FALSE
"DAAM2","DAAM2",FALSE
"RP11-61I13.3","RP11-61I13.3",FALSE
"MOCS1","MOCS1",FALSE
"RP11-552E20.1","RP11-552E20.1",FALSE
"TDRG1","TDRG1",FALSE
"LINC00951","LINC00951",FALSE
"RP11-552E20.4","RP11-552E20.4",FALSE
"LRFN2","LRFN2",FALSE
"RP11-570K4.1","RP11-570K4.1",FALSE
"UNC5CL","UNC5CL",FALSE
"OARD1","OARD1",FALSE
"TSPO2","TSPO2",FALSE
"APOBEC2","APOBEC2",FALSE
"NFYA","NFYA",FALSE
"TREML1","TREML1",FALSE
"TREM2","TREM2",FALSE
"TREML2","TREML2",FALSE
"TREML4","TREML4",FALSE
"TREM1","TREM1",FALSE
"NCR2","NCR2",FALSE
"RP11-328M4.2","RP11-328M4.2",FALSE
"RP11-328M4.3","RP11-328M4.3",FALSE
"FOXP4","FOXP4",FALSE
"MDFI","MDFI",FALSE
"TFEB","TFEB",FALSE
"AL035588.1","AL035588.1",FALSE
"RP11-298J23.5","RP11-298J23.5",FALSE
"PGC","PGC",FALSE
"RP11-298J23.8","RP11-298J23.8",FALSE
"FRS3","FRS3",FALSE
"PRICKLE4","PRICKLE4",FALSE
"TOMM6","TOMM6",FALSE
"USP49","USP49",FALSE
"RP11-298J23.9","RP11-298J23.9",FALSE
"RP5-973N23.4","RP5-973N23.4",FALSE
"MED20","MED20",FALSE
"BYSL","BYSL",FALSE
"CCND3","CCND3",FALSE
"RP11-533O20.2","RP11-533O20.2",FALSE
"TAF8","TAF8",FALSE
"RP11-7K24.3","RP11-7K24.3",FALSE
"C6orf132","C6orf132",FALSE
"GUCA1A","GUCA1A",FALSE
"RP1-139D8.6","RP1-139D8.6",FALSE
"GUCA1B","GUCA1B",FALSE
"MRPS10","MRPS10",FALSE
"TRERF1","TRERF1",FALSE
"UBR2","UBR2",FALSE
"PRPH2","PRPH2",FALSE
"TBCC","TBCC",FALSE
"GLTSCR1L","GLTSCR1L",FALSE
"RPL7L1","RPL7L1",FALSE
"C6orf226","C6orf226",FALSE
"PTCRA","PTCRA",FALSE
"CNPY3","CNPY3",FALSE
"RP3-475N16.1","RP3-475N16.1",FALSE
"GNMT","GNMT",FALSE
"PEX6","PEX6",FALSE
"PPP2R5D","PPP2R5D",FALSE
"MEA1","MEA1",FALSE
"KLHDC3","KLHDC3",FALSE
"RRP36","RRP36",FALSE
"RP1-20C7.6","RP1-20C7.6",FALSE
"CUL7","CUL7",FALSE
"KLC4","KLC4",FALSE
"MRPL2","MRPL2",FALSE
"RP11-387M24.5","RP11-387M24.5",FALSE
"PTK7","PTK7",FALSE
"SRF","SRF",FALSE
"CUL9","CUL9",FALSE
"RP3-330M21.5","RP3-330M21.5",FALSE
"DNPH1","DNPH1",FALSE
"TTBK1","TTBK1",FALSE
"SLC22A7","SLC22A7",FALSE
"CRIP3","CRIP3",FALSE
"ZNF318","ZNF318",FALSE
"ABCC10","ABCC10",FALSE
"DLK2","DLK2",FALSE
"TJAP1","TJAP1",FALSE
"LRRC73","LRRC73",FALSE
"POLR1C","POLR1C",FALSE
"YIPF3","YIPF3",FALSE
"RP3-337H4.9","RP3-337H4.9",FALSE
"XPO5","XPO5",FALSE
"RP3-337H4.10","RP3-337H4.10",FALSE
"POLH","POLH",FALSE
"RP3-337H4.8","RP3-337H4.8",FALSE
"GTPBP2","GTPBP2",FALSE
"MAD2L1BP","MAD2L1BP",FALSE
"RSPH9","RSPH9",FALSE
"MRPS18A","MRPS18A",FALSE
"RP1-261G23.5","RP1-261G23.5",FALSE
"VEGFA","VEGFA",FALSE
"RP1-261G23.7","RP1-261G23.7",FALSE
"RP11-344J7.2","RP11-344J7.2",FALSE
"RP5-1120P11.1","RP5-1120P11.1",FALSE
"C6orf223","C6orf223",FALSE
"RP5-1120P11.3","RP5-1120P11.3",FALSE
"MRPL14","MRPL14",FALSE
"TMEM63B","TMEM63B",FALSE
"CAPN11","CAPN11",FALSE
"RP1-302G2.5","RP1-302G2.5",FALSE
"SLC29A1","SLC29A1",FALSE
"HSP90AB1","HSP90AB1",FALSE
"SLC35B2","SLC35B2",FALSE
"NFKBIE","NFKBIE",FALSE
"TMEM151B","TMEM151B",FALSE
"RP11-444E17.6","RP11-444E17.6",FALSE
"TCTE1","TCTE1",FALSE
"AARS2","AARS2",FALSE
"SPATS1","SPATS1",FALSE
"CDC5L","CDC5L",FALSE
"AL133262.1","AL133262.1",FALSE
"RP3-449H6.1","RP3-449H6.1",FALSE
"SUPT3H","SUPT3H",FALSE
"RUNX2","RUNX2",FALSE
"RP1-244F24.1","RP1-244F24.1",FALSE
"RP1-166H4.2","RP1-166H4.2",FALSE
"CLIC5","CLIC5",FALSE
"RP1-8B1.4","RP1-8B1.4",FALSE
"ENPP4","ENPP4",FALSE
"ENPP5","ENPP5",FALSE
"RCAN2","RCAN2",FALSE
"RP11-795J1.1","RP11-795J1.1",FALSE
"CYP39A1","CYP39A1",FALSE
"SLC25A27","SLC25A27",FALSE
"RP11-446F17.3","RP11-446F17.3",FALSE
"TDRD6","TDRD6",FALSE
"PLA2G7","PLA2G7",FALSE
"ANKRD66","ANKRD66",FALSE
"RP11-268F1.3","RP11-268F1.3",FALSE
"MEP1A","MEP1A",FALSE
"GPR116","GPR116",FALSE
"RP3-365O12.2","RP3-365O12.2",FALSE
"GPR110","GPR110",FALSE
"TNFRSF21","TNFRSF21",FALSE
"RP11-385F7.1","RP11-385F7.1",FALSE
"CD2AP","CD2AP",FALSE
"GPR111","GPR111",FALSE
"GPR115","GPR115",FALSE
"RP11-550C4.6","RP11-550C4.6",FALSE
"OPN5","OPN5",FALSE
"PTCHD4","PTCHD4",FALSE
"MUT","MUT",FALSE
"CENPQ","CENPQ",FALSE
"GLYATL3","GLYATL3",FALSE
"C6orf141","C6orf141",FALSE
"RHAG","RHAG",FALSE
"CRISP2","CRISP2",FALSE
"CRISP3","CRISP3",FALSE
"PGK2","PGK2",FALSE
"RP3-417L20.4","RP3-417L20.4",FALSE
"RP11-719J20.1","RP11-719J20.1",FALSE
"CRISP1","CRISP1",FALSE
"DEFB133","DEFB133",FALSE
"DEFB114","DEFB114",FALSE
"DEFB113","DEFB113",FALSE
"DEFB110","DEFB110",FALSE
"DEFB112","DEFB112",FALSE
"RP11-397G17.1","RP11-397G17.1",FALSE
"RP11-524K22.1","RP11-524K22.1",FALSE
"RP1-28O17.1","RP1-28O17.1",FALSE
"TFAP2D","TFAP2D",FALSE
"TFAP2B","TFAP2B",FALSE
"RP3-335N17.2","RP3-335N17.2",FALSE
"PKHD1","PKHD1",FALSE
"MIR133BHG","MIR133BHG",FALSE
"IL17A","IL17A",FALSE
"IL17F","IL17F",FALSE
"MCM3","MCM3",FALSE
"PAQR8","PAQR8",FALSE
"EFHC1","EFHC1",FALSE
"TRAM2","TRAM2",FALSE
"TRAM2-AS1","TRAM2-AS1",FALSE
"TMEM14A","TMEM14A",FALSE
"GSTA2","GSTA2",FALSE
"GSTA1","GSTA1",FALSE
"GSTA5","GSTA5",FALSE
"GSTA3","GSTA3",FALSE
"GSTA4","GSTA4",FALSE
"ICK","ICK",FALSE
"FBXO9","FBXO9",FALSE
"GCM1","GCM1",FALSE
"ELOVL5","ELOVL5",FALSE
"RP3-483K16.4","RP3-483K16.4",FALSE
"GCLC","GCLC",FALSE
"RP1-27K12.4","RP1-27K12.4",FALSE
"RP1-27K12.2","RP1-27K12.2",FALSE
"RP11-345L23.1","RP11-345L23.1",FALSE
"KLHL31","KLHL31",FALSE
"RP11-79N23.1","RP11-79N23.1",FALSE
"RP13-476E20.1","RP13-476E20.1",FALSE
"LRRC1","LRRC1",FALSE
"RP3-523E19.2","RP3-523E19.2",FALSE
"MLIP","MLIP",FALSE
"RP11-411K7.1","RP11-411K7.1",FALSE
"MLIP-AS1","MLIP-AS1",FALSE
"TINAG","TINAG",FALSE
"RP11-124I4.2","RP11-124I4.2",FALSE
"RP11-524H19.2","RP11-524H19.2",FALSE
"FAM83B","FAM83B",FALSE
"HCRTR2","HCRTR2",FALSE
"GFRAL","GFRAL",FALSE
"HMGCLL1","HMGCLL1",FALSE
"BMP5","BMP5",FALSE
"COL21A1","COL21A1",FALSE
"DST","DST",FALSE
"RP11-472M19.2","RP11-472M19.2",FALSE
"BEND6","BEND6",FALSE
"KIAA1586","KIAA1586",FALSE
"ZNF451","ZNF451",FALSE
"RP11-203B9.4","RP11-203B9.4",FALSE
"BAG2","BAG2",FALSE
"RAB23","RAB23",FALSE
"PRIM2","PRIM2",FALSE
"RP1-71H19.2","RP1-71H19.2",FALSE
"RP11-343D24.2","RP11-343D24.2",FALSE
"XXbac-BPGBPG55C20.1","XXbac-BPGBPG55C20.1",FALSE
"XXbac-BPGBPG55C20.3","XXbac-BPGBPG55C20.3",FALSE
"XXbac-BPGBPG55C20.2","XXbac-BPGBPG55C20.2",FALSE
"XXbac-BPG55C20.7","XXbac-BPG55C20.7",FALSE
"RP11-143A22.1","RP11-143A22.1",FALSE
"MTRNR2L9","MTRNR2L9",FALSE
"KHDRBS2","KHDRBS2",FALSE
"FKBP1C","FKBP1C",FALSE
"LGSN","LGSN",FALSE
"PTP4A1","PTP4A1",FALSE
"RP5-1148A21.3","RP5-1148A21.3",FALSE
"PHF3","PHF3",FALSE
"EYS","EYS",FALSE
"RP11-59D5__B.2","RP11-59D5--B.2",TRUE
"RP11-349P19.1","RP11-349P19.1",FALSE
"RP11-301G19.1","RP11-301G19.1",FALSE
"RP11-542F9.1","RP11-542F9.1",FALSE
"RP11-406O16.1","RP11-406O16.1",FALSE
"RP3-525N10.2","RP3-525N10.2",FALSE
"BAI3","BAI3",FALSE
"LMBRD1","LMBRD1",FALSE
"COL19A1","COL19A1",FALSE
"COL9A1","COL9A1",FALSE
"RP1-149L1.1","RP1-149L1.1",FALSE
"RP11-462G2.1","RP11-462G2.1",FALSE
"RP11-462G2.2","RP11-462G2.2",FALSE
"FAM135A","FAM135A",FALSE
"C6orf57","C6orf57",FALSE
"RP11-134K13.4","RP11-134K13.4",FALSE
"SMAP1","SMAP1",FALSE
"B3GAT2","B3GAT2",FALSE
"RP11-154D6.1","RP11-154D6.1",FALSE
"OGFRL1","OGFRL1",FALSE
"RP3-331H24.5","RP3-331H24.5",FALSE
"RP3-331H24.4","RP3-331H24.4",FALSE
"LINC00472","LINC00472",FALSE
"RP1-288M22.2","RP1-288M22.2",FALSE
"RIMS1","RIMS1",FALSE
"KCNQ5","KCNQ5",FALSE
"KCNQ5-AS1","KCNQ5-AS1",FALSE
"RP11-257K9.8","RP11-257K9.8",FALSE
"KHDC1L","KHDC1L",FALSE
"KHDC1","KHDC1",FALSE
"RP11-398K22.12","RP11-398K22.12",FALSE
"DPPA5","DPPA5",FALSE
"KHDC3L","KHDC3L",FALSE
"OOEP","OOEP",FALSE
"OOEP-AS1","OOEP-AS1",FALSE
"DDX43","DDX43",FALSE
"MB21D1","MB21D1",FALSE
"MTO1","MTO1",FALSE
"RP11-505P4.6","RP11-505P4.6",FALSE
"EEF1A1","EEF1A1",FALSE
"RP11-505P4.7","RP11-505P4.7",FALSE
"SLC17A5","SLC17A5",FALSE
"RP11-553A21.3","RP11-553A21.3",FALSE
"CD109","CD109",FALSE
"RP11-554D15.1","RP11-554D15.1",FALSE
"RP11-554D15.3","RP11-554D15.3",FALSE
"RP11-554D15.4","RP11-554D15.4",FALSE
"COL12A1","COL12A1",FALSE
"COX7A2","COX7A2",FALSE
"TMEM30A","TMEM30A",FALSE
"RP1-234P15.4","RP1-234P15.4",FALSE
"FILIP1","FILIP1",FALSE
"RP11-415D17.3","RP11-415D17.3",FALSE
"RP11-415D17.4","RP11-415D17.4",FALSE
"SENP6","SENP6",FALSE
"MYO6","MYO6",FALSE
"IMPG1","IMPG1",FALSE
"RP11-35J1.1","RP11-35J1.1",FALSE
"RP11-354K4.2","RP11-354K4.2",FALSE
"HTR1B","HTR1B",FALSE
"MEI4","MEI4",FALSE
"RP3-390M24.1","RP3-390M24.1",FALSE
"RP11-173D14.3","RP11-173D14.3",FALSE
"IRAK1BP1","IRAK1BP1",FALSE
"PHIP","PHIP",FALSE
"HMGN3","HMGN3",FALSE
"HMGN3-AS1","HMGN3-AS1",FALSE
"RP1-232L24.3","RP1-232L24.3",FALSE
"LCA5","LCA5",FALSE
"RP11-177G23.2","RP11-177G23.2",FALSE
"SH3BGRL2","SH3BGRL2",FALSE
"RP1-159G19.1","RP1-159G19.1",FALSE
"RP1-92C4.2","RP1-92C4.2",FALSE
"ELOVL4","ELOVL4",FALSE
"TTK","TTK",FALSE
"BCKDHB","BCKDHB",FALSE
"RP11-250B2.6","RP11-250B2.6",FALSE
"RP11-250B2.3","RP11-250B2.3",FALSE
"RP11-250B2.5","RP11-250B2.5",FALSE
"FAM46A","FAM46A",FALSE
"AL359693.1","AL359693.1",FALSE
"RP5-991C6.3","RP5-991C6.3",FALSE
"RP11-379B8.1","RP11-379B8.1",FALSE
"RP11-801I18.1","RP11-801I18.1",FALSE
"IBTK","IBTK",FALSE
"TPBG","TPBG",FALSE
"UBE3D","UBE3D",FALSE
"RP11-445L13__B.3","RP11-445L13--B.3",TRUE
"DOPEY1","DOPEY1",FALSE
"AL139333.1","AL139333.1",FALSE
"PGM3","PGM3",FALSE
"RWDD2A","RWDD2A",FALSE
"ME1","ME1",FALSE
"PRSS35","PRSS35",FALSE
"SNAP91","SNAP91",FALSE
"RP3-393K13.1","RP3-393K13.1",FALSE
"RIPPLY2","RIPPLY2",FALSE
"CYB5R4","CYB5R4",FALSE
"RP4-676J13.2","RP4-676J13.2",FALSE
"RP11-51G5.1","RP11-51G5.1",FALSE
"MRAP2","MRAP2",FALSE
"KIAA1009","KIAA1009",FALSE
"RP1-90L14.1","RP1-90L14.1",FALSE
"TBX18","TBX18",FALSE
"RP11-132M7.3","RP11-132M7.3",FALSE
"RP11-30P6.6","RP11-30P6.6",FALSE
"NT5E","NT5E",FALSE
"SNX14","SNX14",FALSE
"RP11-321N4.5","RP11-321N4.5",FALSE
"SYNCRIP","SYNCRIP",FALSE
"RP1-3J17.3","RP1-3J17.3",FALSE
"HTR1E","HTR1E",FALSE
"CGA","CGA",FALSE
"RP11-393I2.4","RP11-393I2.4",FALSE
"ZNF292","ZNF292",FALSE
"GJB7","GJB7",FALSE
"SMIM8","SMIM8",FALSE
"RP1-102H19.8","RP1-102H19.8",FALSE
"C6orf163","C6orf163",FALSE
"C6orf164","C6orf164",FALSE
"C6ORF165","C6ORF165",FALSE
"C6orf165","C6orf165",FALSE
"SLC35A1","SLC35A1",FALSE
"RARS2","RARS2",FALSE
"ORC3","ORC3",FALSE
"AKIRIN2","AKIRIN2",FALSE
"SPACA1","SPACA1",FALSE
"CNR1","CNR1",FALSE
"RP11-459O1.2","RP11-459O1.2",FALSE
"RNGTT","RNGTT",FALSE
"AL079342.1","AL079342.1",FALSE
"RP11-63L7.5","RP11-63L7.5",FALSE
"PNRC1","PNRC1",FALSE
"SRSF12","SRSF12",FALSE
"PM20D2","PM20D2",FALSE
"GABRR1","GABRR1",FALSE
"GABRR2","GABRR2",FALSE
"UBE2J1","UBE2J1",FALSE
"RRAGD","RRAGD",FALSE
"ANKRD6","ANKRD6",FALSE
"RP11-16C18.3","RP11-16C18.3",FALSE
"LYRM2","LYRM2",FALSE
"MDN1","MDN1",FALSE
"RP1-122O8.7","RP1-122O8.7",FALSE
"GJA10","GJA10",FALSE
"RP11-63K6.7","RP11-63K6.7",FALSE
"BACH2","BACH2",FALSE
"RP3-512E2.2","RP3-512E2.2",FALSE
"RP1-45N11.1","RP1-45N11.1",FALSE
"MAP3K7","MAP3K7",FALSE
"RP1-177I10.1","RP1-177I10.1",FALSE
"CASC6","CASC6",FALSE
"RP1-149C7.1","RP1-149C7.1",FALSE
"RP11-127B16.1","RP11-127B16.1",FALSE
"RP1-23E21.2","RP1-23E21.2",FALSE
"EPHA7","EPHA7",FALSE
"RP11-524K14.1","RP11-524K14.1",FALSE
"RP3-463P15.1","RP3-463P15.1",FALSE
"MANEA-AS1","MANEA-AS1",FALSE
"MANEA","MANEA",FALSE
"FUT9","FUT9",FALSE
"UFL1-AS1","UFL1-AS1",FALSE
"UFL1","UFL1",FALSE
"FHL5","FHL5",FALSE
"RP3-417O22.3","RP3-417O22.3",FALSE
"GPR63","GPR63",FALSE
"NDUFAF4","NDUFAF4",FALSE
"KLHL32","KLHL32",FALSE
"MMS22L","MMS22L",FALSE
"RP3-418C23.2","RP3-418C23.2",FALSE
"RP1-104O17.1","RP1-104O17.1",FALSE
"RP1-104O17.2","RP1-104O17.2",FALSE
"RP1-104O17.3","RP1-104O17.3",FALSE
"RP11-436D23.1","RP11-436D23.1",FALSE
"RP11-111D3.2","RP11-111D3.2",FALSE
"RP3-453D15.1","RP3-453D15.1",FALSE
"POU3F2","POU3F2",FALSE
"FBXL4","FBXL4",FALSE
"FAXC","FAXC",FALSE
"COQ3","COQ3",FALSE
"PNISR","PNISR",FALSE
"RP11-98I9.4","RP11-98I9.4",FALSE
"USP45","USP45",FALSE
"TSTD3","TSTD3",FALSE
"CCNC","CCNC",FALSE
"RP1-199J3.7","RP1-199J3.7",FALSE
"PRDM13","PRDM13",FALSE
"MCHR2","MCHR2",FALSE
"MCHR2-AS1","MCHR2-AS1",FALSE
"SIM1","SIM1",FALSE
"RP1-121G13.2","RP1-121G13.2",FALSE
"ASCC3","ASCC3",FALSE
"RP3-467N11.1","RP3-467N11.1",FALSE
"GRIK2","GRIK2",FALSE
"HACE1","HACE1",FALSE
"LINC00577","LINC00577",FALSE
"LIN28B","LIN28B",FALSE
"BVES","BVES",FALSE
"BVES-AS1","BVES-AS1",FALSE
"POPDC3","POPDC3",FALSE
"RP3-355L5.5","RP3-355L5.5",FALSE
"PREP","PREP",FALSE
"RP3-355L5.4","RP3-355L5.4",FALSE
"RP3-359N14.2","RP3-359N14.2",FALSE
"PRDM1","PRDM1",FALSE
"ATG5","ATG5",FALSE
"RP11-404H14.1","RP11-404H14.1",FALSE
"AIM1","AIM1",FALSE
"RTN4IP1","RTN4IP1",FALSE
"QRSL1","QRSL1",FALSE
"RP1-60O19.2","RP1-60O19.2",FALSE
"RP1-60O19.1","RP1-60O19.1",FALSE
"C6orf203","C6orf203",FALSE
"BEND3","BEND3",FALSE
"PDSS2","PDSS2",FALSE
"SOBP","SOBP",FALSE
"RP1-67A8.3","RP1-67A8.3",FALSE
"SCML4","SCML4",FALSE
"SEC63","SEC63",FALSE
"RP1-191J18.66","RP1-191J18.66",FALSE
"RP1-111B22.3","RP1-111B22.3",FALSE
"OSTM1","OSTM1",FALSE
"OSTM1-AS1","OSTM1-AS1",FALSE
"NR2E1","NR2E1",FALSE
"SNX3","SNX3",FALSE
"RP1-128O3.4","RP1-128O3.4",FALSE
"LACE1","LACE1",FALSE
"FOXO3","FOXO3",FALSE
"LINC00222","LINC00222",FALSE
"ARMC2","ARMC2",FALSE
"ARMC2-AS1","ARMC2-AS1",FALSE
"SESN1","SESN1",FALSE
"RP11-787I22.3","RP11-787I22.3",FALSE
"CEP57L1","CEP57L1",FALSE
"CD164","CD164",FALSE
"RP11-425D10.10","RP11-425D10.10",FALSE
"PPIL6","PPIL6",FALSE
"SMPD2","SMPD2",FALSE
"MICAL1","MICAL1",FALSE
"ZBTB24","ZBTB24",FALSE
"RP5-919F19.5","RP5-919F19.5",FALSE
"AK9","AK9",FALSE
"FIG4","FIG4",FALSE
"RP1-249I4.2","RP1-249I4.2",FALSE
"GPR6","GPR6",FALSE
"WASF1","WASF1",FALSE
"CDC40","CDC40",FALSE
"METTL24","METTL24",FALSE
"DDO","DDO",FALSE
"SLC22A16","SLC22A16",FALSE
"CTA-331P3.1","CTA-331P3.1",FALSE
"CDK19","CDK19",FALSE
"AMD1","AMD1",FALSE
"GTF3C6","GTF3C6",FALSE
"RPF2","RPF2",FALSE
"SLC16A10","SLC16A10",FALSE
"RP11-428F8.2","RP11-428F8.2",FALSE
"KIAA1919","KIAA1919",FALSE
"RP5-1112D6.4","RP5-1112D6.4",FALSE
"RP5-1112D6.7","RP5-1112D6.7",FALSE
"REV3L","REV3L",FALSE
"RP5-1112D6.8","RP5-1112D6.8",FALSE
"TRAF3IP2-AS1","TRAF3IP2-AS1",FALSE
"TRAF3IP2","TRAF3IP2",FALSE
"C6orf3","C6orf3",FALSE
"FYN","FYN",FALSE
"RP1-97J1.2","RP1-97J1.2",FALSE
"WISP3","WISP3",FALSE
"TUBE1","TUBE1",FALSE
"FAM229B","FAM229B",FALSE
"LAMA4","LAMA4",FALSE
"RP1-142L7.5","RP1-142L7.5",FALSE
"RP1-142L7.9","RP1-142L7.9",FALSE
"RP1-142L7.8","RP1-142L7.8",FALSE
"RP11-506B6.6","RP11-506B6.6",FALSE
"RFPL4B","RFPL4B",FALSE
"RP1-105O18.1","RP1-105O18.1",FALSE
"RP11-437J19.1","RP11-437J19.1",FALSE
"RP1-124C6.1","RP1-124C6.1",FALSE
"RP11-346D19.1","RP11-346D19.1",FALSE
"RP11-367G18.1","RP11-367G18.1",FALSE
"RP1-249H1.2","RP1-249H1.2",FALSE
"MARCKS","MARCKS",FALSE
"RP1-249H1.4","RP1-249H1.4",FALSE
"RP11-544L8__B.4","RP11-544L8--B.4",TRUE
"HDAC2","HDAC2",FALSE
"RP3-399L15.3","RP3-399L15.3",FALSE
"HS3ST5","HS3ST5",FALSE
"RP3-399L15.1","RP3-399L15.1",FALSE
"RP3-399L15.2","RP3-399L15.2",FALSE
"RP11-282C5.1","RP11-282C5.1",FALSE
"FRK","FRK",FALSE
"NT5DC1","NT5DC1",FALSE
"COL10A1","COL10A1",FALSE
"AL121963.1","AL121963.1",FALSE
"RP3-486I3.5","RP3-486I3.5",FALSE
"TSPYL4","TSPYL4",FALSE
"DSE","DSE",FALSE
"RP3-486I3.7","RP3-486I3.7",FALSE
"TSPYL1","TSPYL1",FALSE
"RP1-93H18.1","RP1-93H18.1",FALSE
"RP1-93H18.7","RP1-93H18.7",FALSE
"RP1-93H18.6","RP1-93H18.6",FALSE
"FAM26F","FAM26F",FALSE
"RP11-259P20.1","RP11-259P20.1",FALSE
"TRAPPC3L","TRAPPC3L",FALSE
"FAM26E","FAM26E",FALSE
"FAM26D","FAM26D",FALSE
"RWDD1","RWDD1",FALSE
"RSPH4A","RSPH4A",FALSE
"ZUFSP","ZUFSP",FALSE
"KPNA5","KPNA5",FALSE
"FAM162B","FAM162B",FALSE
"GPRC6A","GPRC6A",FALSE
"RFX6","RFX6",FALSE
"VGLL2","VGLL2",FALSE
"ROS1","ROS1",FALSE
"GOPC","GOPC",FALSE
"RP1-92C8.3","RP1-92C8.3",FALSE
"DCBLD1","DCBLD1",FALSE
"NUS1","NUS1",FALSE
"SLC35F1","SLC35F1",FALSE
"CEP85L","CEP85L",FALSE
"PLN","PLN",FALSE
"MCM9","MCM9",FALSE
"ASF1A","ASF1A",FALSE
"RP11-351A11.1","RP11-351A11.1",FALSE
"FAM184A","FAM184A",FALSE
"MAN1A1","MAN1A1",FALSE
"TBC1D32","TBC1D32",FALSE
"GJA1","GJA1",FALSE
"HSF2","HSF2",FALSE
"SERINC1","SERINC1",FALSE
"PKIB","PKIB",FALSE
"RP11-95G17.2","RP11-95G17.2",FALSE
"FABP7","FABP7",FALSE
"SMPDL3A","SMPDL3A",FALSE
"CLVS2","CLVS2",FALSE
"TRDN","TRDN",FALSE
"RP11-532N4.2","RP11-532N4.2",FALSE
"NKAIN2","NKAIN2",FALSE
"RP11-510H23.1","RP11-510H23.1",FALSE
"RNF217","RNF217",FALSE
"TPD52L1","TPD52L1",FALSE
"HDDC2","HDDC2",FALSE
