"original_feature","seurat_feature","changed"
"AL121761.2","AL121761.2",FALSE
"RP1-122P22.2","RP1-122P22.2",FALSE
"RIN2","RIN2",FALSE
"NAA20","NAA20",FALSE
"CRNKL1","CRNKL1",FALSE
"C20orf26","C20orf26",FALSE
"RP5-1002M8.4","RP5-1002M8.4",FALSE
"RP5-1178H5.2","RP5-1178H5.2",FALSE
"RP5-1096J16.1","RP5-1096J16.1",FALSE
"INSM1","INSM1",FALSE
"RALGAPA2","RALGAPA2",FALSE
"RP5-1177M21.1","RP5-1177M21.1",FALSE
"LINC00237","LINC00237",FALSE
"RP5-872K7.7","RP5-872K7.7",FALSE
"RP4-777D9.2","RP4-777D9.2",FALSE
"XRN2","XRN2",FALSE
"NKX2-4","NKX2-4",FALSE
"RP11-227D2.3","RP11-227D2.3",FALSE
"NKX2-2","NKX2-2",FALSE
"NKX2-2-AS1","NKX2-2-AS1",FALSE
"RP5-984P4.4","RP5-984P4.4",FALSE
"PAX1","PAX1",FALSE
"RP5-1185K9.1","RP5-1185K9.1",FALSE
"RP11-125P18.1","RP11-125P18.1",FALSE
"RP5-1097P24.1","RP5-1097P24.1",FALSE
"RP5-828K20.2","RP5-828K20.2",FALSE
"RP5-1004I9.1","RP5-1004I9.1",FALSE
"LINC00261","LINC00261",FALSE
"FOXA2","FOXA2",FALSE
"RP4-788L20.3","RP4-788L20.3",FALSE
"RP11-359G22.2","RP11-359G22.2",FALSE
"RP4-753D10.5","RP4-753D10.5",FALSE
"SSTR4","SSTR4",FALSE
"THBD","THBD",FALSE
"CD93","CD93",FALSE
"LINC00656","LINC00656",FALSE
"RP4-737E23.2","RP4-737E23.2",FALSE
"RP3-322G13.7","RP3-322G13.7",FALSE
"AL096677.1","AL096677.1",FALSE
"NXT1","NXT1",FALSE
"RP3-322G13.5","RP3-322G13.5",FALSE
"GZF1","GZF1",FALSE
"NAPB","NAPB",FALSE
"CSTL1","CSTL1",FALSE
"CST11","CST11",FALSE
"CST8","CST8",FALSE
"RP3-333B15.4","RP3-333B15.4",FALSE
"CST9L","CST9L",FALSE
"CST9","CST9",FALSE
"CST3","CST3",FALSE
"RP11-218C14.8","RP11-218C14.8",FALSE
"RP11-218C14.5","RP11-218C14.5",FALSE
"CST4","CST4",FALSE
"CST1","CST1",FALSE
"XXyac-YX60D10.1","XXyac-YX60D10.1",FALSE
"CST2","CST2",FALSE
"CST5","CST5",FALSE
"GGTLC1","GGTLC1",FALSE
"RP5-1100I6.1","RP5-1100I6.1",FALSE
"RP5-1100I6.2","RP5-1100I6.2",FALSE
"RP4-564O4.1","RP4-564O4.1",FALSE
"SYNDIG1","SYNDIG1",FALSE
"RP11-526K17.2","RP11-526K17.2",FALSE
"RP5-860P4.2","RP5-860P4.2",FALSE
"CST7","CST7",FALSE
"APMAP","APMAP",FALSE
"ACSS1","ACSS1",FALSE
"VSX1","VSX1",FALSE
"RP4-738P15.1","RP4-738P15.1",FALSE
"ENTPD6","ENTPD6",FALSE
"AL035252.1","AL035252.1",FALSE
"PYGB","PYGB",FALSE
"ABHD12","ABHD12",FALSE
"GINS1","GINS1",FALSE
"NINL","NINL",FALSE
"NANP","NANP",FALSE
"ZNF337-AS1","ZNF337-AS1",FALSE
"ZNF337","ZNF337",FALSE
"RP13-401N8.1","RP13-401N8.1",FALSE
"FAM182B","FAM182B",FALSE
"RP4-760C5.5","RP4-760C5.5",FALSE
"RP4-760C5.3","RP4-760C5.3",FALSE
"RP13-329D4.3","RP13-329D4.3",FALSE
"RP3-410C9.2","RP3-410C9.2",FALSE
"RP4-610C12.4","RP4-610C12.4",FALSE
"RP4-610C12.3","RP4-610C12.3",FALSE
"RP4-610C12.1","RP4-610C12.1",FALSE
"FRG1B","FRG1B",FALSE
"DEFB115","DEFB115",FALSE
"DEFB116","DEFB116",FALSE
"DEFB118","DEFB118",FALSE
"DEFB119","DEFB119",FALSE
"DEFB121","DEFB121",FALSE
"DEFB123","DEFB123",FALSE
"DEFB124","DEFB124",FALSE
"REM1","REM1",FALSE
"LINC00028","LINC00028",FALSE
"HM13","HM13",FALSE
"HM13-AS1","HM13-AS1",FALSE
"ID1","ID1",FALSE
"COX4I2","COX4I2",FALSE
"BCL2L1","BCL2L1",FALSE
"RP11-243J16.7","RP11-243J16.7",FALSE
"AL160175.1","AL160175.1",FALSE
"TPX2","TPX2",FALSE
"MYLK2","MYLK2",FALSE
"FOXS1","FOXS1",FALSE
"DUSP15","DUSP15",FALSE
"TTLL9","TTLL9",FALSE
"PDRG1","PDRG1",FALSE
"XKR7","XKR7",FALSE
"CCM2L","CCM2L",FALSE
"RP1-310O13.7","RP1-310O13.7",FALSE
"HCK","HCK",FALSE
"TM9SF4","TM9SF4",FALSE
"PLAGL2","PLAGL2",FALSE
"POFUT1","POFUT1",FALSE
"KIF3B","KIF3B",FALSE
"ASXL1","ASXL1",FALSE
"C20orf112","C20orf112",FALSE
"RP5-1184F4.5","RP5-1184F4.5",FALSE
"RP11-410N8.3","RP11-410N8.3",FALSE
"RP11-410N8.1","RP11-410N8.1",FALSE
"RP11-410N8.4","RP11-410N8.4",FALSE
"C20orf203","C20orf203",FALSE
"COMMD7","COMMD7",FALSE
"DNMT3B","DNMT3B",FALSE
"MAPRE1","MAPRE1",FALSE
"RP5-1085F17.4","RP5-1085F17.4",FALSE
"RP5-1085F17.3","RP5-1085F17.3",FALSE
"EFCAB8","EFCAB8",FALSE
"SUN5","SUN5",FALSE
"BPIFB2","BPIFB2",FALSE
"BPIFB6","BPIFB6",FALSE
"BPIFB3","BPIFB3",FALSE
"BPIFB4","BPIFB4",FALSE
"BPIFA2","BPIFA2",FALSE
"RP11-49G10.3","RP11-49G10.3",FALSE
"BPIFA3","BPIFA3",FALSE
"AL121901.1","AL121901.1",FALSE
"BPIFA1","BPIFA1",FALSE
"BPIFB1","BPIFB1",FALSE
"CDK5RAP1","CDK5RAP1",FALSE
"SNTA1","SNTA1",FALSE
"CBFA2T2","CBFA2T2",FALSE
"RP1-63M2.6","RP1-63M2.6",FALSE
"NECAB3","NECAB3",FALSE
"C20orf144","C20orf144",FALSE
"ACTL10","ACTL10",FALSE
"RP1-63M2.5","RP1-63M2.5",FALSE
"E2F1","E2F1",FALSE
"PXMP4","PXMP4",FALSE
"RP4-553F4.2","RP4-553F4.2",FALSE
"ZNF341","ZNF341",FALSE
"RP4-553F4.6","RP4-553F4.6",FALSE
"CHMP4B","CHMP4B",FALSE
"RP5-1125A11.1","RP5-1125A11.1",FALSE
"RALY","RALY",FALSE
"RP5-1125A11.4","RP5-1125A11.4",FALSE
"RP1-64K7.4","RP1-64K7.4",FALSE
"EIF2S2","EIF2S2",FALSE
"ASIP","ASIP",FALSE
"AHCY","AHCY",FALSE
"ITCH","ITCH",FALSE
"ITCH-AS1","ITCH-AS1",FALSE
"DYNLRB1","DYNLRB1",FALSE
"MAP1LC3A","MAP1LC3A",FALSE
"PIGU","PIGU",FALSE
"NCOA6","NCOA6",FALSE
"TP53INP2","TP53INP2",FALSE
"GGT7","GGT7",FALSE
"ACSS2","ACSS2",FALSE
"GSS","GSS",FALSE
"MYH7B","MYH7B",FALSE
"TRPC4AP","TRPC4AP",FALSE
"EDEM2","EDEM2",FALSE
"PROCR","PROCR",FALSE
"RP4-614O4.12","RP4-614O4.12",FALSE
"MMP24-AS1","MMP24-AS1",FALSE
"MMP24","MMP24",FALSE
"RP4-614O4.11","RP4-614O4.11",FALSE
"EIF6","EIF6",FALSE
"FAM83C-AS1","FAM83C-AS1",FALSE
"FAM83C","FAM83C",FALSE
"UQCC1","UQCC1",FALSE
"GDF5OS","GDF5OS",FALSE
"GDF5","GDF5",FALSE
"CEP250","CEP250",FALSE
"RP3-477O4.14","RP3-477O4.14",FALSE
"RP3-477O4.16","RP3-477O4.16",FALSE
"C20orf173","C20orf173",FALSE
"ERGIC3","ERGIC3",FALSE
"SPAG4","SPAG4",FALSE
"CPNE1","CPNE1",FALSE
"RP1-309K20.6","RP1-309K20.6",FALSE
"RBM12","RBM12",FALSE
"NFS1","NFS1",FALSE
"ROMO1","ROMO1",FALSE
"RBM39","RBM39",FALSE
"PHF20","PHF20",FALSE
"SCAND1","SCAND1",FALSE
"CNBD2","CNBD2",FALSE
"LINC00657","LINC00657",FALSE
"RP4-550H1.4","RP4-550H1.4",FALSE
"RP4-550H1.5","RP4-550H1.5",FALSE
"EPB41L1","EPB41L1",FALSE
"RP11-234K24.3","RP11-234K24.3",FALSE
"AL121895.1","AL121895.1",FALSE
"AAR2","AAR2",FALSE
"DLGAP4","DLGAP4",FALSE
"RP5-977B1.7","RP5-977B1.7",FALSE
"MYL9","MYL9",FALSE
"RP5-977B1.11","RP5-977B1.11",FALSE
"TGIF2","TGIF2",FALSE
"TGIF2-C20orf24","TGIF2-C20orf24",FALSE
"C20orf24","C20orf24",FALSE
"SLA2","SLA2",FALSE
"NDRG3","NDRG3",FALSE
"DSN1","DSN1",FALSE
"SOGA1","SOGA1",FALSE
"TLDC2","TLDC2",FALSE
"SAMHD1","SAMHD1",FALSE
"RBL1","RBL1",FALSE
"RBL1.1","RBL1.1",FALSE
"MROH8","MROH8",FALSE
"RPN2","RPN2",FALSE
"GHRH","GHRH",FALSE
"MANBAL","MANBAL",FALSE
"SRC","SRC",FALSE
"BLCAP","BLCAP",FALSE
"NNAT","NNAT",FALSE
"LINC00489","LINC00489",FALSE
"RP4-640H8.2","RP4-640H8.2",FALSE
"CTNNBL1","CTNNBL1",FALSE
"VSTM2L","VSTM2L",FALSE
"TTI1","TTI1",FALSE
"RPRD1B","RPRD1B",FALSE
"TGM2","TGM2",FALSE
"KIAA1755","KIAA1755",FALSE
"BPI","BPI",FALSE
"CTD-2308N23.2","CTD-2308N23.2",FALSE
"LBP","LBP",FALSE
"RP4-564F22.5","RP4-564F22.5",FALSE
"SNORA71B","SNORA71B",FALSE
"RALGAPB","RALGAPB",FALSE
"ADIG","ADIG",FALSE
"ARHGAP40","ARHGAP40",FALSE
"SLC32A1","SLC32A1",FALSE
"ACTR5","ACTR5",FALSE
"PPP1R16B","PPP1R16B",FALSE
"FAM83D","FAM83D",FALSE
"RP4-616B8.4","RP4-616B8.4",FALSE
"DHX35","DHX35",FALSE
"RP4-705O1.1","RP4-705O1.1",FALSE
"RP5-1031J8.1","RP5-1031J8.1",FALSE
"RP11-101E14.2","RP11-101E14.2",FALSE
"RP11-101E14.3","RP11-101E14.3",FALSE
"RP1-191L6.2","RP1-191L6.2",FALSE
"MAFB","MAFB",FALSE
"RP4-644L1.2","RP4-644L1.2",FALSE
"TOP1","TOP1",FALSE
"RP1-1J6.2","RP1-1J6.2",FALSE
"PLCG1","PLCG1",FALSE
"ZHX3","ZHX3",FALSE
"LPIN3","LPIN3",FALSE
"EMILIN3","EMILIN3",FALSE
"CHD6","CHD6",FALSE
"RP5-1121H13.4","RP5-1121H13.4",FALSE
"RP5-1121H13.3","RP5-1121H13.3",FALSE
"PTPRT","PTPRT",FALSE
"RP4-753D4.2","RP4-753D4.2",FALSE
"RP1-269M15.3","RP1-269M15.3",FALSE
"SRSF6","SRSF6",FALSE
"L3MBTL1","L3MBTL1",FALSE
"RP1-138B7.5","RP1-138B7.5",FALSE
"SGK2","SGK2",FALSE
"IFT52","IFT52",FALSE
"MYBL2","MYBL2",FALSE
"GTSF1L","GTSF1L",FALSE
"RP5-1030M6.3","RP5-1030M6.3",FALSE
"TOX2","TOX2",FALSE
"JPH2","JPH2",FALSE
"OSER1","OSER1",FALSE
"OSER1-AS1","OSER1-AS1",FALSE
"GDAP1L1","GDAP1L1",FALSE
"FITM2","FITM2",FALSE
"R3HDML","R3HDML",FALSE
"RP5-881L22.5","RP5-881L22.5",FALSE
"HNF4A","HNF4A",FALSE
"HNF4A-AS1","HNF4A-AS1",FALSE
"RP5-881L22.6","RP5-881L22.6",FALSE
"RP5-1013A22.5","RP5-1013A22.5",FALSE
"RP5-1013A22.2","RP5-1013A22.2",FALSE
"C20orf62","C20orf62",FALSE
"TTPAL","TTPAL",FALSE
"SERINC3","SERINC3",FALSE
"PKIG","PKIG",FALSE
"Z97053.1","Z97053.1",FALSE
"ADA","ADA",FALSE
"RP11-445H22.3","RP11-445H22.3",FALSE
"RP11-445H22.4","RP11-445H22.4",FALSE
"WISP2","WISP2",FALSE
"KCNK15","KCNK15",FALSE
"RIMS4","RIMS4",FALSE
"YWHAB","YWHAB",FALSE
"PABPC1L","PABPC1L",FALSE
"TOMM34","TOMM34",FALSE
"STK4-AS1","STK4-AS1",FALSE
"STK4","STK4",FALSE
"KCNS1","KCNS1",FALSE
"WFDC5","WFDC5",FALSE
"WFDC12","WFDC12",FALSE
"PI3","PI3",FALSE
"SEMG1","SEMG1",FALSE
"SEMG2","SEMG2",FALSE
"SLPI","SLPI",FALSE
"MATN4","MATN4",FALSE
"RBPJL","RBPJL",FALSE
"SDC4","SDC4",FALSE
"SYS1","SYS1",FALSE
"SYS1-DBNDD2","SYS1-DBNDD2",FALSE
"TP53TG5","TP53TG5",FALSE
"DBNDD2","DBNDD2",FALSE
"PIGT","PIGT",FALSE
"AL031663.2","AL031663.2",FALSE
"RP3-461P17.10","RP3-461P17.10",FALSE
"AL031663.1","AL031663.1",FALSE
"WFDC2","WFDC2",FALSE
"RP3-461P17.9","RP3-461P17.9",FALSE
"SPINT3","SPINT3",FALSE
"WFDC6","WFDC6",FALSE
"EPPIN-WFDC6","EPPIN-WFDC6",FALSE
"EPPIN","EPPIN",FALSE
"WFDC8","WFDC8",FALSE
"WFDC9","WFDC9",FALSE
"WFDC10A","WFDC10A",FALSE
"WFDC11","WFDC11",FALSE
"WFDC10B","WFDC10B",FALSE
"WFDC13","WFDC13",FALSE
"SPINT4","SPINT4",FALSE
"WFDC3","WFDC3",FALSE
"DNTTIP1","DNTTIP1",FALSE
"UBE2C","UBE2C",FALSE
"TNNC2","TNNC2",FALSE
"SNX21","SNX21",FALSE
"ACOT8","ACOT8",FALSE
"ZSWIM3","ZSWIM3",FALSE
"ZSWIM1","ZSWIM1",FALSE
"SPATA25","SPATA25",FALSE
"NEURL2","NEURL2",FALSE
"CTSA","CTSA",FALSE
"RP3-337O18.9","RP3-337O18.9",FALSE
"PLTP","PLTP",FALSE
"PCIF1","PCIF1",FALSE
"ZNF335","ZNF335",FALSE
"MMP9","MMP9",FALSE
"RP11-465L10.10","RP11-465L10.10",FALSE
"SLC12A5","SLC12A5",FALSE
"NCOA5","NCOA5",FALSE
"CD40","CD40",FALSE
"RP5-998H6.2","RP5-998H6.2",FALSE
"CDH22","CDH22",FALSE
"SLC35C2","SLC35C2",FALSE
"ELMO2","ELMO2",FALSE
"ZNF334","ZNF334",FALSE
"OCSTAMP","OCSTAMP",FALSE
"SLC13A3","SLC13A3",FALSE
"TP53RK","TP53RK",FALSE
"RP1-28H20.3","RP1-28H20.3",FALSE
"SLC2A10","SLC2A10",FALSE
"EYA2","EYA2",FALSE
"RP11-323C15.2","RP11-323C15.2",FALSE
"ZMYND8","ZMYND8",FALSE
"AL031666.2","AL031666.2",FALSE
"RP4-569M23.2","RP4-569M23.2",FALSE
"RP1-148H17.1","RP1-148H17.1",FALSE
"NCOA3","NCOA3",FALSE
"SULF2","SULF2",FALSE
"CTD-2653D5.1","CTD-2653D5.1",FALSE
"RP11-347D21.1","RP11-347D21.1",FALSE
"RP11-347D21.2","RP11-347D21.2",FALSE
"RP11-347D21.3","RP11-347D21.3",FALSE
"RP11-347D21.4","RP11-347D21.4",FALSE
"LINC00494","LINC00494",FALSE
"RP1-66N13.1","RP1-66N13.1",FALSE
"PREX1","PREX1",FALSE
"ARFGEF2","ARFGEF2",FALSE
"RP1-155G6.4","RP1-155G6.4",FALSE
"CSE1L","CSE1L",FALSE
"STAU1","STAU1",FALSE
"DDX27","DDX27",FALSE
"ZNFX1","ZNFX1",FALSE
"ZFAS1","ZFAS1",FALSE
"KCNB1","KCNB1",FALSE
"PTGIS","PTGIS",FALSE
"B4GALT5","B4GALT5",FALSE
"SLC9A8","SLC9A8",FALSE
"SPATA2","SPATA2",FALSE
"RNF114","RNF114",FALSE
"SNAI1","SNAI1",FALSE
"TRERNA1","TRERNA1",FALSE
"TMEM189-UBE2V1","TMEM189-UBE2V1",FALSE
"UBE2V1","UBE2V1",FALSE
"TMEM189","TMEM189",FALSE
"RP11-112L6.3","RP11-112L6.3",FALSE
"RP11-112L6.2","RP11-112L6.2",FALSE
"RP11-112L6.4","RP11-112L6.4",FALSE
"CEBPB","CEBPB",FALSE
"RP11-290F20.3","RP11-290F20.3",FALSE
"RP11-290F20.1","RP11-290F20.1",FALSE
"RP11-290F20.2","RP11-290F20.2",FALSE
"PTPN1","PTPN1",FALSE
"RP4-530I15.9","RP4-530I15.9",FALSE
"FAM65C","FAM65C",FALSE
"RP4-530I15.6","RP4-530I15.6",FALSE
"PARD6B","PARD6B",FALSE
"BCAS4","BCAS4",FALSE
"ADNP","ADNP",FALSE
"RP5-914P20.5","RP5-914P20.5",FALSE
"DPM1","DPM1",FALSE
"MOCS3","MOCS3",FALSE
"RP5-955M13.4","RP5-955M13.4",FALSE
"KCNG1","KCNG1",FALSE
"NFATC2","NFATC2",FALSE
"ATP9A","ATP9A",FALSE
"SALL4","SALL4",FALSE
"RP5-1112F19.2","RP5-1112F19.2",FALSE
"ZFP64","ZFP64",FALSE
"RP4-723E3.1","RP4-723E3.1",FALSE
"RP4-583K8.1","RP4-583K8.1",FALSE
"RP5-1022J11.2","RP5-1022J11.2",FALSE
"RP4-715N11.2","RP4-715N11.2",FALSE
"RP11-80K6.2","RP11-80K6.2",FALSE
"TSHZ2","TSHZ2",FALSE
"RP11-15M15.1","RP11-15M15.1",FALSE
"RP11-15M15.2","RP11-15M15.2",FALSE
"RP4-678D15.1","RP4-678D15.1",FALSE
"RP4-669H2.1","RP4-669H2.1",FALSE
"RP5-823G15.5","RP5-823G15.5",FALSE
"AL354993.1","AL354993.1",FALSE
"RP4-724E16.2","RP4-724E16.2",FALSE
"ZNF217","ZNF217",FALSE
"AC005808.3","AC005808.3",FALSE
"AC006076.1","AC006076.1",FALSE
"BCAS1","BCAS1",FALSE
"AC005220.3","AC005220.3",FALSE
"CYP24A1","CYP24A1",FALSE
"PFDN4","PFDN4",FALSE
"DOK5","DOK5",FALSE
"RP5-1010E17.2","RP5-1010E17.2",FALSE
"RP5-1010E17.1","RP5-1010E17.1",FALSE
"CBLN4","CBLN4",FALSE
"MC3R","MC3R",FALSE
"RP11-380D15.3","RP11-380D15.3",FALSE
"FAM210B","FAM210B",FALSE
"AURKA","AURKA",FALSE
"CSTF1","CSTF1",FALSE
"CASS4","CASS4",FALSE
"RTFDC1","RTFDC1",FALSE
"GCNT7","GCNT7",FALSE
"FAM209A","FAM209A",FALSE
"FAM209B","FAM209B",FALSE
"RP5-843L14.1","RP5-843L14.1",FALSE
"TFAP2C","TFAP2C",FALSE
"RP5-897D18.1","RP5-897D18.1",FALSE
"RP11-560A15.4","RP11-560A15.4",FALSE
"RP11-560A15.3","RP11-560A15.3",FALSE
"BMP7","BMP7",FALSE
"RP4-813D12.2","RP4-813D12.2",FALSE
"RP4-813D12.3","RP4-813D12.3",FALSE
"SPO11","SPO11",FALSE
"RAE1","RAE1",FALSE
"MTRNR2L3","MTRNR2L3",FALSE
"RP4-800J21.3","RP4-800J21.3",FALSE
"RBM38","RBM38",FALSE
"CTCFL","CTCFL",FALSE
"PCK1","PCK1",FALSE
"RP4-718J7.4","RP4-718J7.4",FALSE
"ZBP1","ZBP1",FALSE
"PMEPA1","PMEPA1",FALSE
"RP13-379L11.2","RP13-379L11.2",FALSE
"RP13-379L11.1","RP13-379L11.1",FALSE
"C20orf85","C20orf85",FALSE
"ANKRD60","ANKRD60",FALSE
"PPP4R1L","PPP4R1L",FALSE
"RAB22A","RAB22A",FALSE
"VAPB","VAPB",FALSE
"APCDD1L","APCDD1L",FALSE
"RP5-907D15.3","RP5-907D15.3",FALSE
"MGC4294","MGC4294",FALSE
"STX16","STX16",FALSE
"STX16-NPEPL1","STX16-NPEPL1",FALSE
"NPEPL1","NPEPL1",FALSE
"RP4-806M20.5","RP4-806M20.5",FALSE
"MIR296","MIR296",FALSE
"GNAS-AS1","GNAS-AS1",FALSE
"RP4-806M20.3","RP4-806M20.3",FALSE
"GNAS","GNAS",FALSE
"RP1-309F20.4","RP1-309F20.4",FALSE
"NELFCD","NELFCD",FALSE
"CTSZ","CTSZ",FALSE
"TUBB1","TUBB1",FALSE
"ATP5E","ATP5E",FALSE
"SLMO2","SLMO2",FALSE
"ZNF831","ZNF831",FALSE
"EDN3","EDN3",FALSE
"RP4-614C15.2","RP4-614C15.2",FALSE
"RP4-614C15.3","RP4-614C15.3",FALSE
"RP11-164D18.2","RP11-164D18.2",FALSE
"PHACTR3","PHACTR3",FALSE
"RP4-719C8.1","RP4-719C8.1",FALSE
"SYCP2","SYCP2",FALSE
"FAM217B","FAM217B",FALSE
"PPP1R3D","PPP1R3D",FALSE
"CDH26","CDH26",FALSE
"C20orf197","C20orf197",FALSE
"RP5-1043L13.1","RP5-1043L13.1",FALSE
"RP11-151E14.1","RP11-151E14.1",FALSE
"RP5-827L5.2","RP5-827L5.2",FALSE
"RP5-827L5.1","RP5-827L5.1",FALSE
"CDH4","CDH4",FALSE
"RP11-429E11.3","RP11-429E11.3",FALSE
"RP11-429E11.2","RP11-429E11.2",FALSE
"TAF4","TAF4",FALSE
"LSM14B","LSM14B",FALSE
"PSMA7","PSMA7",FALSE
"SS18L1","SS18L1",FALSE
"MTG2","MTG2",FALSE
"HRH3","HRH3",FALSE
"OSBPL2","OSBPL2",FALSE
"ADRM1","ADRM1",FALSE
"RP11-157P1.4","RP11-157P1.4",FALSE
"LAMA5","LAMA5",FALSE
"RP11-157P1.5","RP11-157P1.5",FALSE
"RPS21","RPS21",FALSE
"CABLES2","CABLES2",FALSE
"RBBP8NL","RBBP8NL",FALSE
"RP5-908M14.5","RP5-908M14.5",FALSE
"GATA5","GATA5",FALSE
"RP13-379O24.3","RP13-379O24.3",FALSE
"RP13-379O24.2","RP13-379O24.2",FALSE
"C20orf166-AS1","C20orf166-AS1",FALSE
"C20orf166","C20orf166",FALSE
"WI2-87327B8.1","WI2-87327B8.1",FALSE
"RP13-30A9.1","RP13-30A9.1",FALSE
"RP13-30A9.2","RP13-30A9.2",FALSE
"RP11-93B14.6","RP11-93B14.6",FALSE
"SLCO4A1","SLCO4A1",FALSE
"RP11-93B14.5","RP11-93B14.5",FALSE
"LINC00686","LINC00686",FALSE
"NTSR1","NTSR1",FALSE
"RP11-93B14.4","RP11-93B14.4",FALSE
"LINC00659","LINC00659",FALSE
"MRGBP","MRGBP",FALSE
"OGFR-AS1","OGFR-AS1",FALSE
"OGFR","OGFR",FALSE
"COL9A3","COL9A3",FALSE
"TCFL5","TCFL5",FALSE
"DIDO1","DIDO1",FALSE
"GID8","GID8",FALSE
"SLC17A9","SLC17A9",FALSE
"BHLHE23","BHLHE23",FALSE
"RP11-305P22.9","RP11-305P22.9",FALSE
"LINC00029","LINC00029",FALSE
"LINC01056","LINC01056",FALSE
"HAR1B","HAR1B",FALSE
"HAR1A","HAR1A",FALSE
"RP5-963E22.5","RP5-963E22.5",FALSE
"RP5-963E22.4","RP5-963E22.4",FALSE
"YTHDF1","YTHDF1",FALSE
"BIRC7","BIRC7",FALSE
"NKAIN4","NKAIN4",FALSE
"ARFGAP1","ARFGAP1",FALSE
"COL20A1","COL20A1",FALSE
"CHRNA4","CHRNA4",FALSE
"RP11-261N11.8","RP11-261N11.8",FALSE
"KCNQ2","KCNQ2",FALSE
"RP11-358D14.2","RP11-358D14.2",FALSE
"EEF1A2","EEF1A2",FALSE
"RP4-697K14.3","RP4-697K14.3",FALSE
"PPDPF","PPDPF",FALSE
"PTK6","PTK6",FALSE
"SRMS","SRMS",FALSE
"C20orf195","C20orf195",FALSE
"HELZ2","HELZ2",FALSE
"GMEB2","GMEB2",FALSE
"CTD-3184A7.4","CTD-3184A7.4",FALSE
"STMN3","STMN3",FALSE
"RTEL1","RTEL1",FALSE
"RTEL1-TNFRSF6B","RTEL1-TNFRSF6B",FALSE
"TNFRSF6B","TNFRSF6B",FALSE
"ARFRP1","ARFRP1",FALSE
"ZGPAT","ZGPAT",FALSE
"RP4-583P15.15","RP4-583P15.15",FALSE
"LIME1","LIME1",FALSE
"RP4-583P15.14","RP4-583P15.14",FALSE
"SLC2A4RG","SLC2A4RG",FALSE
"ZBTB46","ZBTB46",FALSE
"RP4-583P15.10","RP4-583P15.10",FALSE
"RP4-583P15.11","RP4-583P15.11",FALSE
"AL158091.1","AL158091.1",FALSE
"ABHD16B","ABHD16B",FALSE
"C20ORF135","C20ORF135",FALSE
"TPD52L2","TPD52L2",FALSE
"DNAJC5","DNAJC5",FALSE
"UCKL1","UCKL1",FALSE
"AL118506.1","AL118506.1",FALSE
"ZNF512B","ZNF512B",FALSE
"SAMD10","SAMD10",FALSE
"PRPF6","PRPF6",FALSE
"LINC00176","LINC00176",FALSE
"SOX18","SOX18",FALSE
"TCEA2","TCEA2",FALSE
"RP13-152O15.5","RP13-152O15.5",FALSE
"RGS19","RGS19",FALSE
"OPRL1","OPRL1",FALSE
"C20orf201","C20orf201",FALSE
"NPBWR2","NPBWR2",FALSE
"MYT1","MYT1",FALSE
"PCMTD2","PCMTD2",FALSE
"MIR1302-2","MIR1302-2",FALSE
"FAM138F","FAM138F",FALSE
"OR4F17","OR4F17",FALSE
"AC016626.2","AC016626.2",FALSE
"AC092192.1","AC092192.1",FALSE
"PPAP2C","PPAP2C",FALSE
"CTD-3113P16.5","CTD-3113P16.5",FALSE
"MIER2","MIER2",FALSE
"THEG","THEG",FALSE
"AC010641.1","AC010641.1",FALSE
"C2CD4C","C2CD4C",FALSE
"SHC2","SHC2",FALSE
"ODF3L2","ODF3L2",FALSE
"MADCAM1","MADCAM1",FALSE
"AC005775.2","AC005775.2",FALSE
"TPGS1","TPGS1",FALSE
"CDC34","CDC34",FALSE
"GZMM","GZMM",FALSE
"AC009005.2","AC009005.2",FALSE
"BSG","BSG",FALSE
"HCN2","HCN2",FALSE
"AC005559.2","AC005559.2",FALSE
"POLRMT","POLRMT",FALSE
"LLNLR-299G3.1","LLNLR-299G3.1",FALSE
"AC004449.6","AC004449.6",FALSE
"FGF22","FGF22",FALSE
"RNF126","RNF126",FALSE
"AC004156.3","AC004156.3",FALSE
"FSTL3","FSTL3",FALSE
"PRSS57","PRSS57",FALSE
"PALM","PALM",FALSE
"MISP","MISP",FALSE
"AC006273.4","AC006273.4",FALSE
"AC006273.5","AC006273.5",FALSE
"AC006273.7","AC006273.7",FALSE
"PTBP1","PTBP1",FALSE
"LPPR3","LPPR3",FALSE
"AZU1","AZU1",FALSE
"PRTN3","PRTN3",FALSE
"ELANE","ELANE",FALSE
"CFD","CFD",FALSE
"MED16","MED16",FALSE
"R3HDM4","R3HDM4",FALSE
"KISS1R","KISS1R",FALSE
"ARID3A","ARID3A",FALSE
"AC005391.2","AC005391.2",FALSE
"WDR18","WDR18",FALSE
"AC004528.1","AC004528.1",FALSE
"AC004528.4","AC004528.4",FALSE
"GRIN3B","GRIN3B",FALSE
"TMEM259","TMEM259",FALSE
"CNN2","CNN2",FALSE
"AC011558.5","AC011558.5",FALSE
"ABCA7","ABCA7",FALSE
"HMHA1","HMHA1",FALSE
"POLR2E","POLR2E",FALSE
"GPX4","GPX4",FALSE
"SBNO2","SBNO2",FALSE
"STK11","STK11",FALSE
"C19orf26","C19orf26",FALSE
"AC004221.2","AC004221.2",FALSE
"ATP5D","ATP5D",FALSE
"MIDN","MIDN",FALSE
"CIRBP","CIRBP",FALSE
"CIRBP-AS1","CIRBP-AS1",FALSE
"C19orf24","C19orf24",FALSE
